sp,round,pos,period,rep,temp,temp.corr,EL,pupa,adultF,adultM
BIP,2,6,day_7_8,2,29,29.7,N,N,0,0
BIP,2,6,day_7_8,3,29,29.7,N,N,0,0
BIP,2,6,day_7_8,4,29,29.7,Y,Y,1,4
BIP,2,6,day_7_8,1,32,32.5,N,N,0,0
BIP,2,6,day_7_8,2,32,32.5,N,N,0,0
BIP,2,6,day_7_8,3,32,32.5,N,N,0,0
BIP,2,6,day_7_8,4,32,32.5,N,N,0,0
BIP,2,6,recovery,1,14,14.4,Y,Y,43,37
BIP,2,6,recovery,2,14,14.4,Y,Y,43,50
BIP,2,6,recovery,3,14,14.4,Y,Y,47,53
BIP,2,6,recovery,4,14,14.4,Y,Y,32,30
BIP,2,6,recovery,1,17,16.9,Y,Y,29,45
BIP,2,6,recovery,2,17,16.9,Y,Y,41,47
BIP,2,6,recovery,3,17,16.9,Y,Y,31,36
BIP,2,6,recovery,4,17,16.9,Y,Y,36,32
BIP,2,6,recovery,1,20,20.1,Y,Y,27,21
BIP,2,6,recovery,2,20,20.1,Y,Y,44,43
BIP,2,6,recovery,3,20,20.1,Y,Y,72,53
BIP,2,6,recovery,4,20,20.1,Y,Y,30,23
BIP,2,6,recovery,1,23,23.3,Y,Y,33,43
BIP,2,6,recovery,2,23,23.3,Y,Y,61,62
BIP,2,6,recovery,3,23,23.3,Y,Y,58,65
BIP,2,6,recovery,4,23,23.3,Y,Y,42,39
BIP,2,6,recovery,1,26,26.3,Y,Y,40,37
BIP,2,6,recovery,2,26,26.3,Y,Y,63,64
BIP,2,6,recovery,3,26,26.3,Y,Y,47,41
BIP,2,6,recovery,4,26,26.3,Y,Y,44,36
BIP,2,6,recovery,1,29,29.7,N,N,36,33
BIP,2,6,recovery,2,29,29.7,Y,Y,17,17
BIP,2,6,recovery,3,29,29.7,Y,Y,15,14
BIP,2,6,recovery,4,29,29.7,Y,Y,61,51
BIP,2,6,recovery,1,32,32.5,N,N,0,0
BIP,2,6,recovery,2,32,32.5,N,N,0,0
BIP,2,6,recovery,3,32,32.5,N,N,0,0
BIP,2,6,recovery,4,32,32.5,N,N,0,0
bir,2,9,day_1_2,1,14,14.4,N,N,0,0
bir,2,9,day_1_2,2,14,14.4,N,N,0,0
bir,2,9,day_1_2,3,14,14.4,N,N,0,0
bir,2,9,day_1_2,4,14,14.4,N,N,0,0
bir,2,9,day_1_2,1,17,16.9,Y,Y,22,14
bir,2,9,day_1_2,2,17,16.9,Y,Y,16,8
bir,2,9,day_1_2,3,17,16.9,Y,Y,18,13
bir,2,9,day_1_2,4,17,16.9,Y,Y,15,23
bir,2,9,day_1_2,1,20,20.1,Y,Y,12,12
bir,2,9,day_1_2,2,20,20.1,Y,Y,18,17
bir,2,9,day_1_2,3,20,20.1,Y,Y,18,15
bir,2,9,day_1_2,4,20,20.1,Y,Y,12,10
bir,2,9,day_1_2,1,23,23.3,Y,Y,15,27
bir,2,9,day_1_2,2,23,23.3,Y,Y,23,17
bir,2,9,day_1_2,3,23,23.3,Y,Y,21,16
bir,2,9,day_1_2,4,23,23.3,Y,Y,16,14
bir,2,9,day_1_2,1,26,26.3,Y,Y,19,14
bir,2,9,day_1_2,2,26,26.3,Y,Y,29,21
bir,2,9,day_1_2,3,26,26.3,Y,Y,18,15
bir,2,9,day_1_2,4,26,26.3,Y,Y,36,22
bir,2,9,day_1_2,1,29,29.7,Y,Y,0,0
bir,2,9,day_1_2,2,29,29.7,Y,N,0,0
bir,2,9,day_1_2,3,29,29.7,Y,N,0,0
bir,2,9,day_1_2,4,29,29.7,Y,Y,0,0
bir,2,9,day_1_2,1,32,32.5,N,N,0,0
bir,2,9,day_1_2,2,32,32.5,N,N,0,0
bir,2,9,day_1_2,3,32,32.5,N,N,0,0
bir,2,9,day_1_2,4,32,32.5,N,N,0,0
bir,2,9,day_7_8,1,14,14.4,Y,Y,1,0
bir,2,9,day_7_8,2,14,14.4,Y,Y,1,0
bir,2,9,day_7_8,3,14,14.4,Y,Y,2,1
bir,2,9,day_7_8,4,14,14.4,N,N,0,0
bir,2,9,day_7_8,1,17,16.9,Y,Y,12,12
bir,2,9,day_7_8,2,17,16.9,Y,Y,14,16
bir,2,9,day_7_8,3,17,16.9,Y,Y,5,6
bir,2,9,day_7_8,4,17,16.9,Y,Y,13,11
bir,2,9,day_7_8,1,20,20.1,Y,Y,12,16
bir,2,9,day_7_8,2,20,20.1,Y,Y,25,28
bir,2,9,day_7_8,3,20,20.1,Y,Y,19,9
bir,2,9,day_7_8,4,20,20.1,Y,Y,18,19
bir,2,9,day_7_8,1,23,23.3,Y,Y,34,31
bir,2,9,day_7_8,2,23,23.3,Y,Y,30,24
bir,2,9,day_7_8,3,23,23.3,Y,Y,11,24
bir,2,9,day_7_8,4,23,23.3,Y,Y,26,27
bir,2,9,day_7_8,1,26,26.3,Y,Y,24,32
bir,2,9,day_7_8,2,26,26.3,Y,Y,9,10
bir,2,9,day_7_8,3,26,26.3,Y,Y,13,10
bir,2,9,day_7_8,4,26,26.3,Y,Y,6,10
bir,2,9,day_7_8,1,29,29.7,N,N,0,0
bir,2,9,day_7_8,2,29,29.7,N,N,0,0
bir,2,9,day_7_8,3,29,29.7,N,N,0,0
bir,2,9,day_7_8,4,29,29.7,N,N,0,0
bir,2,9,day_7_8,1,32,32.5,N,N,0,0
bir,2,9,day_7_8,2,32,32.5,N,N,0,0
bir,2,9,day_7_8,3,32,32.5,N,N,0,0
bir,2,9,day_7_8,4,32,32.5,N,N,0,0
bir,2,9,recovery,1,14,14.4,Y,Y,45,42
bir,2,9,recovery,2,14,14.4,Y,Y,33,30
bir,2,9,recovery,3,14,14.4,Y,Y,39,45
bir,2,9,recovery,4,14,14.4,Y,Y,38,39
bir,2,9,recovery,1,17,16.9,Y,Y,49,51
bir,2,9,recovery,2,17,16.9,Y,Y,47,45
bir,2,9,recovery,3,17,16.9,Y,Y,42,45
bir,2,9,recovery,4,17,16.9,Y,Y,38,54
bir,2,9,recovery,1,20,20.1,Y,Y,35,40
bir,2,9,recovery,2,20,20.1,Y,Y,31,39
bir,2,9,recovery,3,20,20.1,Y,Y,36,24
bir,2,9,recovery,4,20,20.1,Y,Y,30,44
bir,2,9,recovery,1,23,23.3,Y,Y,41,36
bir,2,9,recovery,2,23,23.3,Y,Y,35,46
bir,2,9,recovery,3,23,23.3,Y,Y,37,41
bir,2,9,recovery,4,23,23.3,Y,Y,40,47
bir,2,9,recovery,1,26,26.3,Y,Y,48,46
bir,2,9,recovery,2,26,26.3,Y,Y,45,52
bir,2,9,recovery,3,26,26.3,Y,Y,57,39
bir,2,9,recovery,4,26,26.3,Y,Y,27,21
bir,2,9,recovery,1,29,29.7,N,N,0,0
bir,2,9,recovery,2,29,29.7,N,N,0,0
bir,2,9,recovery,3,29,29.7,N,N,0,0
bir,2,9,recovery,4,29,29.7,N,N,0,0
bir,2,9,recovery,1,32,32.5,N,N,0,0
bir,2,9,recovery,2,32,32.5,N,N,0,0
bir,2,9,recovery,3,32,32.5,N,N,0,0
bir,2,9,recovery,4,32,32.5,N,N,0,0
SUL,2,2,day_1_2,1,14,14.4,N,N,0,0
SUL,2,2,day_1_2,2,14,14.4,N,N,0,0
SUL,2,2,day_1_2,3,14,14.4,N,N,0,0
SUL,2,2,day_1_2,4,14,14.4,N,N,0,0
SUL,2,2,day_1_2,1,17,16.9,N,N,0,0
SUL,2,2,day_1_2,2,17,16.9,N,N,0,0
SUL,2,2,day_1_2,3,17,16.9,Y,Y,3,0
SUL,2,2,day_1_2,4,17,16.9,N,N,0,0
SUL,2,2,day_1_2,1,20,20.1,Y,Y,3,11
SUL,2,2,day_1_2,2,20,20.1,N,N,0,0
SUL,2,2,day_1_2,3,20,20.1,Y,Y,2,6
SUL,2,2,day_1_2,4,20,20.1,Y,Y,20,13
SUL,2,2,day_1_2,1,23,23.3,Y,Y,1,0
SUL,2,2,day_1_2,2,23,23.3,Y,Y,32,31
SUL,2,2,day_1_2,3,23,23.3,Y,Y,7,7
SUL,2,2,day_1_2,4,23,23.3,Y,Y,34,27
SUL,2,2,day_1_2,1,26,26.3,Y,Y,12,10
SUL,2,2,day_1_2,2,26,26.3,Y,Y,41,32
SUL,2,2,day_1_2,3,26,26.3,Y,Y,27,29
SUL,2,2,day_1_2,4,26,26.3,Y,Y,20,22
SUL,2,2,day_1_2,1,29,29.7,Y,Y,9,3
SUL,2,2,day_1_2,2,29,29.7,Y,Y,5,3
SUL,2,2,day_1_2,3,29,29.7,Y,Y,0,0
SUL,2,2,day_1_2,4,29,29.7,Y,Y,8,7
SUL,2,2,day_1_2,1,32,32.5,N,N,0,0
SUL,2,2,day_1_2,2,32,32.5,N,N,0,0
SUL,2,2,day_1_2,3,32,32.5,N,N,0,0
SUL,2,2,day_1_2,4,32,32.5,N,N,0,0
SUL,2,2,day_7_8,1,14,14.4,N,N,0,0
SUL,2,2,day_7_8,2,14,14.4,N,N,0,0
SUL,2,2,day_7_8,3,14,14.4,N,N,0,0
SUL,2,2,day_7_8,4,14,14.4,N,N,0,0
SUL,2,2,day_7_8,1,17,16.9,Y,Y,4,1
SUL,2,2,day_7_8,2,17,16.9,Y,Y,24,9
SUL,2,2,day_7_8,3,17,16.9,Y,Y,6,6
SUL,2,2,day_7_8,4,17,16.9,Y,Y,7,8
SUL,2,2,day_7_8,1,20,20.1,Y,Y,35,29
SUL,2,2,day_7_8,2,20,20.1,Y,Y,25,22
SUL,2,2,day_7_8,3,20,20.1,Y,Y,15,15
SUL,2,2,day_7_8,4,20,20.1,Y,Y,28,29
SUL,2,2,day_7_8,1,23,23.3,Y,Y,25,22
SUL,2,2,day_7_8,2,23,23.3,Y,Y,39,31
SUL,2,2,day_7_8,3,23,23.3,Y,Y,33,37
SUL,2,2,day_7_8,4,23,23.3,Y,Y,36,45
SUL,2,2,day_7_8,1,26,26.3,Y,Y,26,33
SUL,2,2,day_7_8,2,26,26.3,Y,Y,31,24
SUL,2,2,day_7_8,3,26,26.3,Y,Y,19,21
SUL,2,2,day_7_8,4,26,26.3,Y,Y,28,31
SUL,2,2,day_7_8,1,29,29.7,N,N,0,0
SUL,2,2,day_7_8,2,29,29.7,N,N,0,0
SUL,2,2,day_7_8,3,29,29.7,N,N,0,0
SUL,2,2,day_7_8,4,29,29.7,N,N,0,0
SUL,2,2,day_7_8,1,32,32.5,N,N,0,0
SUL,2,2,day_7_8,2,32,32.5,N,N,0,0
SUL,2,2,day_7_8,3,32,32.5,N,N,0,0
SUL,2,2,day_7_8,4,32,32.5,N,N,0,0
SUL,2,2,recovery,1,14,14.4,Y,Y,38,41
SUL,2,2,recovery,2,14,14.4,Y,Y,40,41
SUL,2,2,recovery,3,14,14.4,Y,Y,45,44
SUL,2,2,recovery,4,14,14.4,Y,Y,26,31
SUL,2,2,recovery,1,17,16.9,Y,Y,32,45
SUL,2,2,recovery,2,17,16.9,Y,Y,39,38
SUL,2,2,recovery,3,17,16.9,Y,Y,37,33
SUL,2,2,recovery,4,17,16.9,Y,Y,40,38
SUL,2,2,recovery,1,20,20.1,Y,Y,46,46
SUL,2,2,recovery,2,20,20.1,Y,Y,34,35
SUL,2,2,recovery,3,20,20.1,Y,Y,32,35
SUL,2,2,recovery,4,20,20.1,Y,Y,18,24
SUL,2,2,recovery,1,23,23.3,Y,Y,36,34
SUL,2,2,recovery,2,23,23.3,Y,Y,51,34
SUL,2,2,recovery,3,23,23.3,Y,Y,39,45
SUL,2,2,recovery,4,23,23.3,Y,Y,38,37
SUL,2,2,recovery,1,26,26.3,Y,Y,26,25
SUL,2,2,recovery,2,26,26.3,Y,Y,36,24
SUL,2,2,recovery,3,26,26.3,Y,Y,40,30
SUL,2,2,recovery,4,26,26.3,Y,Y,33,29
SUL,2,2,recovery,1,29,29.7,Y,Y,29,23
SUL,2,2,recovery,2,29,29.7,Y,Y,0,1
SUL,2,2,recovery,3,29,29.7,N,N,0,0
SUL,2,2,recovery,4,29,29.7,N,N,0,0
SUL,2,2,recovery,1,32,32.5,N,N,0,0
SUL,2,2,recovery,2,32,32.5,N,N,0,0
SUL,2,2,recovery,3,32,32.5,N,N,0,0
SUL,2,3,recovery,4,32,32.5,N,N,0,0
PAN,2,3,day_1_2,1,14,14.4,N,N,0,0
PAN,2,3,day_1_2,2,14,14.4,N,N,0,0
PAN,2,3,day_1_2,3,14,14.4,N,N,0,0
PAN,2,3,day_1_2,4,14,14.4,N,N,0,0
PAN,2,3,day_1_2,1,17,16.9,N,N,0,0
PAN,2,3,day_1_2,2,17,16.9,Y,Y,0,0
PAN,2,3,day_1_2,3,17,16.9,Y,Y,1,2
PAN,2,3,day_1_2,4,17,16.9,Y,Y,3,0
PAN,2,3,day_1_2,1,20,20.1,Y,Y,22,17
PAN,2,3,day_1_2,2,20,20.1,Y,Y,21,11
PAN,2,3,day_1_2,3,20,20.1,Y,Y,19,21
PAN,2,3,day_1_2,4,20,20.1,Y,Y,16,18
PAN,2,3,day_1_2,1,23,23.3,Y,Y,37,37
PAN,2,3,day_1_2,2,23,23.3,Y,Y,21,34
PAN,2,3,day_1_2,3,23,23.3,Y,Y,36,41
PAN,2,3,day_1_2,4,23,23.3,Y,Y,29,25
PAN,2,3,day_1_2,1,26,26.3,Y,Y,43,51
PAN,2,3,day_1_2,2,26,26.3,Y,Y,37,25
PAN,2,3,day_1_2,3,26,26.3,Y,Y,45,29
PAN,2,3,day_1_2,4,26,26.3,Y,Y,28,31
PAN,2,3,day_1_2,1,29,29.7,Y,Y,8,8
PAN,2,3,day_1_2,2,29,29.7,Y,Y,6,3
PAN,2,3,day_1_2,3,29,29.7,Y,Y,4,5
PAN,2,3,day_1_2,4,29,29.7,Y,Y,7,7
PAN,2,3,day_1_2,1,32,32.5,N,N,0,0
PAN,2,3,day_1_2,2,32,32.5,N,N,0,0
PAN,2,3,day_1_2,3,32,32.5,N,N,0,0
PAN,2,3,day_1_2,4,32,32.5,N,N,0,0
PAN,2,3,day_7_8,1,14,14.4,N,N,0,0
PAN,2,3,day_7_8,2,14,14.4,N,N,0,0
PAN,2,3,day_7_8,3,14,14.4,N,N,0,0
PAN,2,3,day_7_8,4,14,14.4,N,N,0,0
PAN,2,3,day_7_8,1,17,16.9,Y,Y,10,7
PAN,2,3,day_7_8,2,17,16.9,Y,Y,2,4
PAN,2,3,day_7_8,3,17,16.9,Y,Y,0,0
PAN,2,3,day_7_8,4,17,16.9,Y,Y,2,6
PAN,2,3,day_7_8,1,20,20.1,Y,Y,33,28
PAN,2,3,day_7_8,2,20,20.1,Y,Y,20,24
PAN,2,3,day_7_8,3,20,20.1,Y,Y,27,23
PAN,2,3,day_7_8,4,20,20.1,Y,Y,18,20
PAN,2,3,day_7_8,1,23,23.3,Y,Y,32,35
PAN,2,3,day_7_8,2,23,23.3,Y,Y,43,50
PAN,2,3,day_7_8,3,23,23.3,Y,Y,54,55
PAN,2,3,day_7_8,4,23,23.3,Y,Y,50,42
PAN,2,3,day_7_8,1,26,26.3,Y,Y,54,72
PAN,2,3,day_7_8,2,26,26.3,Y,Y,52,47
PAN,2,3,day_7_8,3,26,26.3,Y,Y,47,33
PAN,2,3,day_7_8,4,26,26.3,Y,Y,29,24
PAN,2,3,day_7_8,1,29,29.7,N,N,0,0
PAN,2,3,day_7_8,2,29,29.7,N,N,0,0
PAN,2,3,day_7_8,3,29,29.7,N,N,0,0
PAN,2,3,day_7_8,4,29,29.7,N,N,0,0
PAN,2,3,day_7_8,1,32,32.5,N,N,0,0
PAN,2,3,day_7_8,2,32,32.5,N,N,0,0
PAN,2,3,day_7_8,3,32,32.5,N,N,0,0
PAN,2,3,day_7_8,4,32,32.5,N,N,0,0
PAN,2,3,recovery,1,14,14.4,Y,Y,13,28
PAN,2,3,recovery,2,14,14.4,Y,Y,22,30
PAN,2,3,recovery,3,14,14.4,Y,Y,31,27
PAN,2,3,recovery,4,14,14.4,Y,Y,19,18
PAN,2,3,recovery,1,17,16.9,Y,Y,41,40
PAN,2,3,recovery,2,17,16.9,Y,Y,21,31
PAN,2,3,recovery,3,17,16.9,Y,Y,27,23
PAN,2,3,recovery,4,17,16.9,Y,Y,6,10
PAN,2,3,recovery,1,20,20.1,Y,Y,31,27
PAN,2,3,recovery,2,20,20.1,Y,Y,45,38
PAN,2,3,recovery,3,20,20.1,Y,Y,31,34
PAN,2,3,recovery,4,20,20.1,Y,Y,35,37
PAN,2,3,recovery,1,23,23.3,Y,Y,41,36
PAN,2,3,recovery,2,23,23.3,Y,Y,48,47
PAN,2,3,recovery,3,23,23.3,Y,Y,65,67
PAN,2,3,recovery,4,23,23.3,Y,Y,54,47
PAN,2,3,recovery,1,26,26.3,Y,Y,58,30
PAN,2,3,recovery,2,26,26.3,Y,Y,45,45
PAN,2,3,recovery,3,26,26.3,Y,Y,38,36
PAN,2,3,recovery,4,26,26.3,Y,Y,30,33
PAN,2,3,recovery,1,29,29.7,Y,Y,14,11
PAN,2,3,recovery,2,29,29.7,Y,Y,34,34
PAN,2,3,recovery,3,29,29.7,Y,Y,16,11
PAN,2,3,recovery,4,29,29.7,Y,Y,9,7
PAN,2,3,recovery,1,32,32.5,N,N,0,0
PAN,2,3,recovery,2,32,32.5,N,N,0,0
PAN,2,3,recovery,3,32,32.5,N,N,0,0
PAN,2,3,recovery,4,32,32.5,N,N,0,0
